imdbID,content,date,director,leadActor,rotten_tomatoes_rating
0056592,"Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a black man against an undeserved rape charge, and his children against prejudice.",16 Mar 1963,Robert Mulligan,"Gregory Peck, John Megna, Frank Overton",93%
0078788,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,15 Aug 1979,Francis Ford Coppola,"Martin Sheen, Marlon Brando, Robert Duvall",98%
0064116,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,04 Jul 1969,Sergio Leone,"Henry Fonda, Charles Bronson, Claudia Cardinale",95%
0086190,"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's...",25 May 1983,Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher",83%
0093191,"An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal.",06 May 1988,Wim Wenders,"Bruno Ganz, Solveig Dommartin, Otto Sander",98%
0041959,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",03 Sep 1949,Carol Reed,"Orson Welles, Joseph Cotten, Alida Valli",99%
0099685,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",21 Sep 1990,Martin Scorsese,"Robert De Niro, Ray Liotta, Joe Pesci",96%
0078748,The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission.,22 Jun 1979,Ridley Scott,"Sigourney Weaver, Tom Skerritt, John Hurt",98%
0106308,"A sardonic hardware store clerk is accidentally transported to 1300 A.D., where he must retrieve the Necronomicon and battle an army of the dead so he can return home.",19 Feb 1993,Sam Raimi,"Bruce Campbell, Embeth Davidtz, Marcus Gilbert",74%
0095250,"The rivalry between Enzo and Jacques, two childhood friends and now world-renowned free divers, becomes a beautiful and perilous journey into oneself and the unknown.",19 Aug 1988,Luc Besson,"Jean-Marc Barr, Jean Reno, Rosanna Arquette",62%
0089881,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",01 Jun 1985,Akira Kurosawa,"Tatsuya Nakadai, Akira Terao, Jinpachi Nezu",96%
0097202,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.,01 Sep 1990,John Woo,"Chow Yun-Fat, Danny Lee, Sally Yeh",98%
0054215,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run and checks into a remote motel run by a young man under the domination of his mother.",08 Sep 1960,Alfred Hitchcock,"Anthony Perkins, Janet Leigh, Vera Miles",96%
0080455,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&amp;B band and save the Catholic home where the two were raised, outrunning the police as they tear through ...",20 Jun 1980,John Landis,"John Belushi, Dan Aykroyd, Cab Calloway",73%
0071562,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",18 Dec 1974,Francis Ford Coppola,"Al Pacino, Robert De Niro, Robert Duvall",96%
0093058,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,10 Jul 1987,Stanley Kubrick,"Matthew Modine, R. Lee Ermey, Vincent D'Onofrio",91%
0104361,"Wallace takes a break from trying to decide on a holiday destination only to find he has no cheese for his crackers. The solution to both problems is a trip to the moon, with dog Gromit, because everybody knows the moon's made of ...",18 May 1990,Nick Park,Peter Sallis,N/A
0097499,"In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.",08 Nov 1989,Kenneth Branagh,"Kenneth Branagh, Derek Jacobi, Simon Shepherd",98%
0086879,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.",19 Sep 1984,Milos Forman,"F. Murray Abraham, Tom Hulce, Elizabeth Berridge",89%
0045061,"A retired American boxer returns to the village of his birth in 1920s Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.",14 Sep 1952,John Ford,"John Wayne, Maureen O'Hara, Barry Fitzgerald",91%
0087843,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",01 Jun 1984,Sergio Leone,"Robert De Niro, James Woods, Elizabeth McGovern",87%
0081398,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",19 Dec 1980,Martin Scorsese,"Robert De Niro, Cathy Moriarty, Joe Pesci",93%
0075686,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",20 Apr 1977,Woody Allen,"Woody Allen, Diane Keaton, Tony Roberts",97%
0086197,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers pr...",17 Feb 1984,Philip Kaufman,"Sam Shepard, Scott Glenn, Ed Harris",96%
0079944,A guide leads two men through an area known as the Zone to find a room that grants wishes.,17 Apr 1980,Andrei Tarkovsky,"Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn",100%
0082096,A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,10 Feb 1982,Wolfgang Petersen,"Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann",98%
0070735,Two grifters team up to pull off the ultimate con.,25 Dec 1973,George Roy Hill,"Paul Newman, Robert Redford, Robert Shaw",92%
0067185,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",20 Dec 1971,Hal Ashby,"Ruth Gordon, Bud Cort, Vivian Pickles",86%
0103130,"After being thrown out of her house, Maria encounters a married woman who complains of not having children. Maria ends up in an abandoned house, where she meets Matthew. When a baby is kidnapped Maria sets out to find the woman.",20 Sep 1991,Hal Hartley,"Adrienne Shelly, Martin Donovan, Rebecca Nelson",80%
0050976,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",13 Oct 1958,Ingmar Bergman,"Max von Sydow, Gunnar Björnstrand, Bengt Ekerot",93%
0085859,"An American oil company has plans for a new refinery and sends someone to Scotland to buy up an entire village, but things don't go as expected.",29 Apr 1983,Bill Forsyth,"Burt Lancaster, Peter Riegert, Fulton Mackay",100%
0088247,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvat...",26 Oct 1984,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Michael Biehn",100%
0103873,"A young man's mother is bitten by a Sumatran rat-monkey. She gets sick and dies, at which time she comes back to life, killing and eating dogs, nurses, friends, and neighbors.",12 Feb 1993,Peter Jackson,"Timothy Balme, Diana Peñalver, Elizabeth Moody",89%
0097441,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",16 Feb 1990,Edward Zwick,"Matthew Broderick, Denzel Washington, Cary Elwes",94%
0100519,Two minor characters from the play 'Hamlet' stumble around unaware of their scripted lives and unable to deviate from them.,08 Feb 1991,Tom Stoppard,"Gary Oldman, Tim Roth, Richard Dreyfuss",61%
0079522,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,25 Apr 1979,Woody Allen,"Woody Allen, Diane Keaton, Mariel Hemingway",94%
0100150,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",05 Oct 1990,"Joel Coen, Ethan Coen","Gabriel Byrne, Albert Finney, John Turturro",93%
0097165,Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.,09 Jun 1989,Peter Weir,"Robin Williams, Robert Sean Leonard, Ethan Hawke",84%
0061722,A disillusioned college graduate finds himself torn between his older lover and her daughter.,21 Dec 1967,Mike Nichols,"Dustin Hoffman, Anne Bancroft, Katharine Ross",87%
0052311,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",23 Apr 1958,Orson Welles,"Charlton Heston, Orson Welles, Janet Leigh",95%
0100263,"Convicted felon, Nikita, isn't going to jail; she's given a new identity and trained, stylishly, as a top secret spy/assassin.",01 Apr 1991,Luc Besson,"Anne Parillaud, Marc Duret, Patrick Fontana",89%
0050212,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",14 Dec 1957,David Lean,"William Holden, Alec Guinness, Jack Hawkins",96%
0056801,A harried movie director retreats into his memories and fantasies.,24 Jun 1963,Federico Fellini,"Marcello Mastroianni, Anouk Aimée, Claudia Cardinale",98%
0071315,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",20 Jun 1974,Roman Polanski,"Jack Nicholson, Faye Dunaway, John Huston",99%
0043456,"An alien lands in Washington, D.C. and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.",20 Sep 1951,Robert Wise,"Michael Rennie, Patricia Neal, Hugh Marlowe",95%
0040897,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,24 Jan 1948,John Huston,"Humphrey Bogart, Walter Huston, Tim Holt",100%
0092610,The population of a small town disappears and is replaced by aliens that chase human flesh for their intergalactic fast-food chain.,21 Jun 1989,Peter Jackson,"Terry Potter, Pete O'Herne, Craig Smith",71%
0023969,"Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side th...",17 Nov 1933,Leo McCarey,"Groucho Marx, Harpo Marx, Chico Marx",91%
0088794,"After his girlfriend ditches him for a boorish ski jock, Lane decides that suicide is the only answer. However, his increasingly inept attempts bring him only more agony and embarrassment. Filled with the wildest teen nightmares.",11 Oct 1985,Savage Steve Holland,"John Cusack, David Ogden Stiers, Kim Darby",77%
0081505,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",13 Jun 1980,Stanley Kubrick,"Jack Nicholson, Shelley Duvall, Danny Lloyd",82%
0092005,"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy.",22 Aug 1986,Rob Reiner,"Wil Wheaton, River Phoenix, Corey Feldman",92%
0022100,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",31 Aug 1931,Fritz Lang,"Peter Lorre, Ellen Widmann, Inge Landgut",100%
0092991,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,13 Mar 1987,Sam Raimi,"Bruce Campbell, Sarah Berry, Dan Hicks",95%
